source_table,source_column,target_table_pred,target_table_column_pred,n_shots
Claim,CLM_PPS_CPTL_IME_AMT,Claim,CLM_PPS_CPTL_IME_AMT,2
Claim,CLM_PPS_CPTL_EXCPTN_AMT,Claim,CLM_PPS_CPTL_EXCPTN_AMT,2
Claim,CLM_PPS_OLD_CPTL_HLD_HRMLS_AMT,cost,total_charge,2
Claim,CLM_PPS_CPTL_DRG_WT_NUM,procedure_occurrence,procedure_concept_id,2
Claim,CLM_UTLZTN_DAY_CNT,observation_period,observation_period_days,2
Claim,BENE_TOT_COINSRNC_DAYS_CNT,observation_period,observation_period_days,2
Claim,BENE_LRD_USED_CNT,Claim,BENE_LRD_USED_CNT,2
Claim,CLM_NON_UTLZTN_DAYS_CNT,Claim,CLM_NON_UTLZTN_DAYS_CNT,2
Claim,NCH_BLOOD_PNTS_FRNSHD_QTY,procedure_occurrence,quantity,2
Claim,NCH_VRFD_NCVRD_STAY_FROM_DT,observation,observation_date,2
Claim,NCH_VRFD_NCVRD_STAY_THRU_DT,Claim,NCH_VRFD_NCVRD_STAY_THRU_DT,2
Claim,NCH_BENE_MDCR_BNFTS_EXHTD_DT_I,observation,observation_date,2
Claim,NCH_BENE_DSCHRG_DT,Claim,NCH_BENE_DSCHRG_DT,2
Claim,CLM_DRG_CD,procedure_occurrence,procedure_concept_id,2
Claim,CLM_DRG_OUTLIER_STAY_CD,observation,unit_source_value,2
Claim,NCH_DRG_OUTLIER_APRVD_PMT_AMT,claim,NCH_DRG_OUTLIER_APRVD_PMT_AMT,2
Claim,ADMTG_DGNS_CD,Claim,ADMTG_DGNS_CD,2
Claim,ADMTG_DGNS_VRSN_CD,condition_occurrence,condition_source_concept_id,2
Claim,PRNCPAL_DGNS_CD,Claim,PRNCPAL_DGNS_CD,2
Claim,PRNCPAL_DGNS_VRSN_CD,Claim,PRNCPAL_DGNS_VRSN_CD,2
Claim,ICD_DGNS_CD1,Claim,ICD_DGNS_CD1,2
Claim,ICD_DGNS_VRSN_CD1,condition_occurrence,condition_source_value,2
Claim,CLM_POA_IND_SW1,condition_occurrence,condition_status_source_value,2
Claim,ICD_DGNS_CD2,condition_occurrence,condition_source_value,2
Claim,ICD_DGNS_VRSN_CD2,condition_occurrence,condition_source_value,2
Claim,CLM_POA_IND_SW2,Claim,CLM_POA_IND_SW2,2
Claim,ICD_DGNS_CD3,condition_occurrence,condition_source_value,2
Claim,ICD_DGNS_VRSN_CD3,Claim,ICD_DGNS_VRSN_CD3,2
Claim,CLM_POA_IND_SW3,Claim,CLM_POA_IND_SW3,2
Inpatient Visit Claims,Z_PATID,visit_occurrence,person_id,2
Inpatient Visit Claims,Z_CLMID,visit_occurrence,visit_occurrence_id,2
Inpatient Visit Claims,CLMSEQ,visit_occurrence,visit_occurrence_id,2
Inpatient Visit Claims,YR,visit_occurrence,visit_start_date,2
Inpatient Visit Claims,MNTH,visit_occurrence,visit_start_date,2
Inpatient Visit Claims,CLM_FRM_TYP,visit_occurrence,visit_type_concept_id,2
Inpatient Visit Claims,TOB,Inpatient Visit Claims,TOB,2
Inpatient Visit Claims,FST_DT,visit_occurrence,visit_start_date,2
Inpatient Visit Claims,LST_DT,visit_occurrence,visit_end_date,2
Inpatient Visit Claims,FST_ADMTDT,visit_occurrence,visit_start_date,2
Inpatient Visit Claims,LAST_DISCHDT,visit_occurrence,visit_end_date,2
Inpatient Visit Claims,Z_ADMIT_ID,visit_occurrence,visit_occurrence_id,2
Inpatient Visit Claims,ADMIT_SRC,visit_occurrence,admitting_source_concept_id,2
Inpatient Visit Claims,ADMIT_TYPE,visit_occurrence,admitting_source_concept_id,2
Inpatient Visit Claims,MDC,Inpatient Visit Claims,MDC,2
Inpatient Visit Claims,PAID_DT,visit_occurrence,visit_end_date,2
Inpatient Visit Claims,AMT_NET_PAID,Inpatient Visit Claims,AMT_NET_PAID,2
Inpatient Visit Claims,COINS,visit_occurrence,coinsurance,2
Inpatient Visit Claims,COPAY,cost,paid_copay,2
Inpatient Visit Claims,DEDUCT,Inpatient Visit Claims,DEDUCT,2
Inpatient Visit Claims,CALC_ALLWD,Inpatient Visit Claims,CALC_ALLWD,2
Inpatient Visit Claims,TOT_MEM_CS,Inpatient Visit Claims,TOT_MEM_CS,2
Inpatient Visit Claims,UNITS,visit_occurrence,quantity,2
Inpatient Visit Claims,DIAG1,condition_occurrence,condition_source_value,2
Inpatient Visit Claims,DIAG2,condition_occurrence,condition_source_value,2
Inpatient Visit Claims,DIAG3,condition_occurrence,condition_concept_id,2
Inpatient Visit Claims,ICD10_CM1-10,Inpatient Visit Claims,ICD10_CM1-10,2
Inpatient Visit Claims,POA1-10,observation,observation_source_value,2
Inpatient Visit Claims,DRG,visit_occurrence,drg_concept_id,2
Inpatient Visit Claims,DSTATUS,visit_occurrence,discharge_to_concept_id,2
Inpatient Visit Claims,PROC_CD,procedure_occurrence,procedure_concept_id,2
Inpatient Visit Claims,PROC1,procedure_occurrence,procedure_concept_id,2
Inpatient Visit Claims,PROC2,procedure_occurrence,procedure_concept_id,2
Inpatient Visit Claims,PROC3,procedure_occurrence,procedure_concept_id,2
Inpatient Visit Claims,PROCMOD,procedure_occurrence,modifier_concept_id,2
Inpatient Visit Claims,RVNU_CD,Inpatient Visit Claims,RVNU_CD,2
Inpatient Visit Claims,POS,visit_occurrence,place_of_service_concept_id,2
Inpatient Visit Claims,HNPI,provider,npi,2
Inpatient Visit Claims,HNPI_BE,care_site,location_id,2
Inpatient Visit Claims,entity,visit_occurrence,visit_concept_id,2
Inpatient Visit Claims,PROVCAT,visit_occurrence,provider_id,2
Inpatient Visit Claims,PROV_ZIP_5_CD,Inpatient Visit Claims,PROV_ZIP_5_CD,2
Inpatient Visit Claims,PROV_CBSA_CD,provider,provider_source_value,2
Inpatient Visit Claims,PROV_STATE,provider,provider_state,2
Inpatient Visit Claims,NTWRK_IND,visit_occurrence,provider_id,2
Inpatient Visit Claims,PRIMARY_COV_IND,visit_occurrence,primary_care_provider_id,2
Inpatient Visit Claims,HCCI_HL_CAT,Inpatient Visit Claims,HCCI_HL_CAT,2
Inpatient Visit Claims,HCCI_DET_CAT,visit_occurrence,visit_detail_concept_id,2
Inpatient Visit Claims,OVER65_FLAG,observation,value_as_concept_id,2
Outpatient Visit Claims,Z_PATID,visit_occurrence,person_id,2
Outpatient Visit Claims,Z_CLMID,Outpatient Visit Claims,Z_CLMID,2
Outpatient Visit Claims,CLMSEQ,visit_occurrence,visit_occurrence_id,2
Outpatient Visit Claims,YR,visit_occurrence,visit_start_date,2
Outpatient Visit Claims,MNTH,Outpatient Visit Claims,MNTH,2
Outpatient Visit Claims,CLM_FRM_TYP,visit_occurrence,visit_type_concept_id,2
Outpatient Visit Claims,TOB,Outpatient Visit Claims,TOB,2
Outpatient Visit Claims,FST_DT,visit_occurrence,visit_start_date,2
Outpatient Visit Claims,LST_DT,visit_occurrence,visit_end_date,2
Outpatient Visit Claims,CLM_FST_DT,visit_occurrence,visit_start_date,2
Outpatient Visit Claims,Z_VISITID,Outpatient Visit Claims,Z_VISITID,2
Outpatient Visit Claims,PAID_DT,visit_occurrence,visit_end_date,2
Outpatient Visit Claims,AMT_NET_PAID,Outpatient Visit Claims,AMT_NET_PAID,2
Outpatient Visit Claims,COINS,visit_occurrence,coinsurance,2
Outpatient Visit Claims,COPAY,cost,paid_copay,2
Outpatient Visit Claims,DEDUCT,visit_occurrence,deductible,2
Outpatient Visit Claims,CALC_ALLWD,procedure_occurrence,quantity,2
Outpatient Visit Claims,TOT_MEM_CS,visit_occurrence,visit_cost,2
Outpatient Visit Claims,UNITS,visit_occurrence,quantity,2
Outpatient Visit Claims,DIAG1,condition_occurrence,condition_source_value,2
Outpatient Visit Claims,DIAG2,Outpatient Visit Claims,DIAG2,2
Outpatient Visit Claims,DIAG3,condition_occurrence,condition_source_value,2
Outpatient Visit Claims,ICD10_CM1-10,Outpatient Visit Claims,ICD10_CM1-10,2
Outpatient Visit Claims,POA1-10,observation,observation_concept_id,2
Outpatient Visit Claims,DRG,Outpatient Visit Claims,DRG,2
Outpatient Visit Claims,DSTATUS,Outpatient Visit Claims,DSTATUS,2
Outpatient Visit Claims,PROC_CD,Outpatient Visit Claims,PROC_CD,2
Outpatient Visit Claims,PROC1,Outpatient Visit Claims,PROC1,2
Outpatient Visit Claims,PROC2,procedure_occurrence,procedure_source_value,2
Outpatient Visit Claims,PROC3,Outpatient Visit Claims,PROC3,2
Outpatient Visit Claims,PROCMOD,Outpatient Visit Claims,PROCMOD,2
Outpatient Visit Claims,ICD10_PCS1-10,procedure_occurrence,procedure_concept_id,2
Outpatient Visit Claims,RVNU_CD,visit_occurrence,visit_source_value,2
Outpatient Visit Claims,POS,visit_occurrence,place_of_service_concept_id,2
Outpatient Visit Claims,HNPI,provider,provider_id,2
Outpatient Visit Claims,HNPI_BE,visit_occurrence,provider_id,2
Outpatient Visit Claims,PROVCAT,visit_occurrence,provider_id,2
Outpatient Visit Claims,PROV_ZIP_5_CD,provider,provider_zip,2
Outpatient Visit Claims,PROV_CBSA_CD,provider,provider_source_value,2
Outpatient Visit Claims,PROV_STATE,provider,provider_state,2
Outpatient Visit Claims,NTWRK_IND,visit_occurrence,visit_concept_id,2
Outpatient Visit Claims,PRIMARY_COV_IND,visit_occurrence,visit_type_concept_id,2
Outpatient Visit Claims,HCCI_HL_CAT,Outpatient Visit Claims,HCCI_HL_CAT,2
Outpatient Visit Claims,HCCI_DET_CAT,visit_occurrence,visit_concept_id,2
Outpatient Visit Claims,OVER65_FLAG,observation,value_as_concept_id,2
Pharmacy Claims,Z_PATID,Pharmacy Claims,Z_PATID,2
Pharmacy Claims,Z_CLMID,drug_exposure,drug_exposure_id,2
Pharmacy Claims,YR,drug_exposure,drug_exposure_start_date,2
Pharmacy Claims,MNTH,drug_exposure,drug_exposure_start_date,2
Pharmacy Claims,YRMNTH_PD,drug_exposure,drug_exposure_start_date,2
Pharmacy Claims,FILL_DT,drug_exposure,drug_exposure_start_date,2
Pharmacy Claims,CHK_DT,Pharmacy Claims,CHK_DT,2
Pharmacy Claims,AMT_NET_PAID,drug_exposure,amount_paid,2
Pharmacy Claims,COPAY,drug_exposure,paid_copay,2
Pharmacy Claims,COINS,Pharmacy Claims,COINS,2
Pharmacy Claims,DEDUCT,drug_exposure,paid_copay,2
Pharmacy Claims,CALC_ALLWD,drug_exposure,total_paid,2
Pharmacy Claims,TOT_MEM_CS,drug_exposure,quantity,2
Pharmacy Claims,DISPFEE,drug_exposure,dispense_fee,2
Pharmacy Claims,QUANTITY,drug_exposure,quantity,2
Pharmacy Claims,HNPI,drug_exposure,provider_id,2
Pharmacy Claims,DAW,drug_exposure,dispense_as_written,2
Pharmacy Claims,DAYS_SUP,drug_exposure,days_supply,2
Pharmacy Claims,SCRIPTS,drug_exposure,drug_source_value,2
Pharmacy Claims,NDC,drug_exposure,drug_source_value,2
Pharmacy Claims,SPCLT_IND,Pharmacy Claims,SPCLT_IND,2
Pharmacy Claims,HCCI_HL_CAT,Pharmacy Claims,HCCI_HL_CAT,2
Pharmacy Claims,HCCI_DET_CAT,drug_exposure,drug_type_concept_id,2
Pharmacy Claims,OVER65_FLAG,drug_exposure,over_65,2
ADMISSIONS,SUBJECT_ID,person,person_id,3
ADMISSIONS,HADM_ID,visit_occurrence,visit_occurrence_id,3
ADMISSIONS,ADMITTIME,visit_occurrence,visit_start_datetime,3
ADMISSIONS,DISCHTIME,visit_occurrence,visit_end_datetime,3
ADMISSIONS,DEATHTIME,ADMISSIONS,DEATHTIME,3
ADMISSIONS,ADMISSION_TYPE,ADMISSIONS,ADMISSION_TYPE,3
ADMISSIONS,ADMISSION_LOCATION,visit_occurrence,admitting_source_concept_id,3
ADMISSIONS,DISCHARGE_LOCATION,visit_occurrence,discharge_to_concept_id,3
ADMISSIONS,INSURANCE,ADMISSIONS,INSURANCE,3
ADMISSIONS,LANGUAGE,person,language_concept_id,3
ADMISSIONS,RELIGION,visit_occurrence,admitted_from_source_value,3
ADMISSIONS,MARITAL_STATUS,person,marital_status,3
ADMISSIONS,ETHNICITY,person,ethnicity_concept_id,3
ADMISSIONS,EDREGTIME,visit_occurrence,visit_start_datetime,3
ADMISSIONS,EDOUTTIME,visit_occurrence,visit_end_datetime,3
ADMISSIONS,DIAGNOSIS,condition_occurrence,condition_source_value,3
ADMISSIONS,HOSPITAL_EXPIRE_FLAG,visit_occurrence,discharge_to_concept_id,3
ADMISSIONS,HAS_CHARTEVENTS_DATA,admissions,has_chartevents_data,3
CALLOUT,SUBJECT_ID,person,person_id,3
CALLOUT,HADM_ID,visit_occurrence,visit_occurrence_id,3
CALLOUT,SUBMIT_WARDID,location,location_id,3
CALLOUT,SUBMIT_CAREUNIT,care_site,care_site_name,3
CALLOUT,CURR_WARDID,visit_occurrence,preceding_visit_occurrence_id,3
CALLOUT,CURR_CAREUNIT,visit_detail,care_site_id,3
CALLOUT,CALLOUT_WARDID,location,location_id,3
CALLOUT,CALLOUT_SERVICE,CALLOUT,CALLOUT_SERVICE,3
CALLOUT,REQUEST_TELE,callout,request_tele,3
CALLOUT,REQUEST_RESP,note,note_text,3
CALLOUT,REQUEST_CDIFF,measurement,measurement_concept_id,3
CALLOUT,REQUEST_MRSA,observation,value_as_concept_id,3
CALLOUT,REQUEST_VRE,visit_detail,discharge_to_concept_id,3
CALLOUT,CALLOUT_STATUS,callout,callout_status,3
CALLOUT,CALLOUT_OUTCOME,callout,callout_outcome,3
CALLOUT,DISCHARGE_WARDID,visit_occurrence,discharge_to_concept_id,3
CALLOUT,ACKNOWLEDGE_STATUS,callout,acknowledge_status,3
CALLOUT,CREATETIME,visit_occurrence,visit_start_datetime,3
CALLOUT,UPDATETIME,visit_detail,visit_detail_start_datetime,3
CALLOUT,ACKNOWLEDGETIME,callout,acknowledgetime,3
CALLOUT,OUTCOMETIME,visit_detail,visit_detail_start_datetime,3
CALLOUT,FIRSTRESERVATIONTIME,callout,firstreservationtime,3
CALLOUT,CURRENTRESERVATIONTIME,callout,currentreservationtime,3
CAREGIVERS,CGID,care_site,care_site_id,3
CAREGIVERS,LABEL,care_site,care_site_name,3
CAREGIVERS,DESCRIPTION,caregivers,description,3
CHARTEVENTS,SUBJECT_ID,person,person_id,3
CHARTEVENTS,HADM_ID,visit_occurrence,visit_occurrence_id,3
CHARTEVENTS,ICUSTAY_ID,visit_detail,visit_detail_id,3
CHARTEVENTS,ITEMID,measurement,item_id,3
CHARTEVENTS,CHARTTIME,observation_period,observation_period_start_date,3
CHARTEVENTS,STORETIME,observation,observation_datetime,3
CHARTEVENTS,CGID,CHARTEVENTS,CGID,3
CHARTEVENTS,VALUE,measurement,value_as_number,3
CHARTEVENTS,VALUENUM,measurement,value_as_number,3
CHARTEVENTS,VALUEUOM,measurement,unit_concept_id,3
CHARTEVENTS,WARNING,observation,observation_concept_id,3
CHARTEVENTS,ERROR,measurement,value_as_concept_id,3
CHARTEVENTS,RESULTSTATUS,measurement,value_source_value,3
CHARTEVENTS,STOPPED,CHARTEVENTS,STOPPED,3
CPTEVENTS,SUBJECT_ID,visit_occurrence,person_id,3
CPTEVENTS,HADM_ID,CPTEVENTS,HADM_ID,3
CPTEVENTS,COSTCENTER,cost,cost_center_source_value,3
CPTEVENTS,CHARTDATE,procedure_occurrence,procedure_date,3
CPTEVENTS,CPT_CD,procedure_occurrence,procedure_concept_id,3
CPTEVENTS,CPT_NUMBER,procedure_occurrence,procedure_source_value,3
CPTEVENTS,CPT_SUFFIX,procedure_occurrence,procedure_source_value,3
CPTEVENTS,TICKET_ID_SEQ,CPTEVENTS,TICKET_ID_SEQ,3
CPTEVENTS,SECTIONHEADER,note,note_title,3
CPTEVENTS,SUBSECTIONHEADER,note,note_title,3
CPTEVENTS,DESCRIPTION,concept,concept_name,3
D_CPT,CATEGORY,procedure_occurrence,procedure_concept_id,3
D_CPT,SECTIONRANGE,D_CPT,SECTIONRANGE,3
D_CPT,SECTIONHEADER,D_CPT,SECTIONHEADER,3
D_CPT,SUBSECTIONRANGE,D_CPT,SUBSECTIONRANGE,3
D_CPT,SUBSECTIONHEADER,concept,concept_name,3
D_CPT,CODESUFFIX,procedure_occurrence,modifier_concept_id,3
D_CPT,MINCODEINSUBSECTION,concept,concept_code,3
D_CPT,MAXCODEINSUBSECTION,procedure_occurrence,procedure_concept_id,3
D_ICD_DIAGNOSES,ICD9_CODE,condition_occurrence,condition_source_value,3
D_ICD_DIAGNOSES,SHORT_TITLE,concept,concept_name,3
D_ICD_DIAGNOSES,LONG_TITLE,concept,concept_name,3
D_ICD_PROCEDURES,ICD9_CODE,D_ICD_PROCEDURES,ICD9_CODE,3
D_ICD_PROCEDURES,SHORT_TITLE,procedure_occurrence,procedure_source_value,3
D_ICD_PROCEDURES,LONG_TITLE,procedure_occurrence,procedure_source_value,3
d_items,ITEMID,concept,concept_id,3
d_items,LABEL,concept,concept_name,3
d_items,ABBREVIATION,concept,concept_name,3
d_items,DBSOURCE,concept,vocabulary_id,3
d_items,LINKSTO,d_items,LINKSTO,3
d_items,CATEGORY,concept,concept_class_id,3
d_items,UNITNAME,d_items,UNITNAME,3
d_items,PARAM_TYPE,measurement,measurement_type_concept_id,3
d_items,CONCEPTID,concept,concept_id,3
D_LABITEMS,ITEMID,D_LABITEMS,ITEMID,3
D_LABITEMS,LABEL,concept,concept_name,3
D_LABITEMS,FLUID,measurement,measurement_type_concept_id,3
D_LABITEMS,CATEGORY,measurement,measurement_type_concept_id,3
D_LABITEMS,LOINC_CODE,measurement,loinc_code,3
DATETIMEEVENTS,SUBJECT_ID,DATETIMEEVENTS,SUBJECT_ID,3
DATETIMEEVENTS,HADM_ID,visit_occurrence,visit_occurrence_id,3
DATETIMEEVENTS,ICUSTAY_ID,visit_detail,visit_detail_id,3
DATETIMEEVENTS,ITEMID,observation,observation_concept_id,3
DATETIMEEVENTS,CHARTTIME,DATETIMEEVENTS,CHARTTIME,3
DATETIMEEVENTS,STORETIME,DATETIMEEVENTS,STORETIME,3
DATETIMEEVENTS,CGID,care_site,care_site_id,3
DATETIMEEVENTS,VALUE,measurement,value_as_number,3
DATETIMEEVENTS,VALUEUOM,measurement,value_as_concept_id,3
DATETIMEEVENTS,WARNING,DATETIMEEVENTS,WARNING,3
DATETIMEEVENTS,ERROR,measurement,value_as_concept_id,3
DATETIMEEVENTS,RESULTSTATUS,measurement,value_source_value,3
DATETIMEEVENTS,STOPPED,observation,observation_end_datetime,3
DIAGNOSES_ICD,SUBJECT_ID,person,person_id,3
DIAGNOSES_ICD,HADM_ID,visit_occurrence,visit_occurrence_id,3
DIAGNOSES_ICD,SEQ_NUM,condition_occurrence,condition_occurrence_id,3
DIAGNOSES_ICD,ICD9_CODE,condition_occurrence,condition_source_value,3
DRGCODES,SUBJECT_ID,person,person_id,3
DRGCODES,HADM_ID,visit_occurrence,visit_occurrence_id,3
DRGCODES,DRG_TYPE,DRGCODES,DRG_TYPE,3
DRGCODES,DRG_CODE,DRGCODES,DRG_CODE,3
DRGCODES,DESCRIPTION,concept,concept_name,3
DRGCODES,DRG_SEVERITY,DRGCODES,DRG_SEVERITY,3
DRGCODES,DRG_MORTALITY,DRGCODES,DRG_MORTALITY,3
ICUSTAYS,SUBJECT_ID,person,person_id,3
ICUSTAYS,HADM_ID,ICUSTAYS,HADM_ID,3
ICUSTAYS,ICUSTAY_ID,ICUSTAYS,ICUSTAY_ID,3
ICUSTAYS,DBSOURCE,care_site,care_site_source_value,3
ICUSTAYS,FIRST_CAREUNIT,visit_detail,admitted_from_source_value,3
ICUSTAYS,LAST_CAREUNIT,care_site,care_site_name,3
ICUSTAYS,FIRST_WARDID,ICUSTAYS,FIRST_WARDID,3
ICUSTAYS,LAST_WARDID,ICUSTAYS,LAST_WARDID,3
ICUSTAYS,INTIME,visit_occurrence,visit_start_datetime,3
ICUSTAYS,OUTTIME,ICUSTAYS,OUTTIME,3
ICUSTAYS,LOS,measurement,value_as_number,3
INPUTEVENTS_CV,SUBJECT_ID,drug_exposure,person_id,3
INPUTEVENTS_CV,HADM_ID,visit_occurrence,visit_occurrence_id,3
INPUTEVENTS_CV,ICUSTAY_ID,INPUTEVENTS_CV,ICUSTAY_ID,3
INPUTEVENTS_CV,CHARTTIME,visit_occurrence,visit_start_datetime,3
INPUTEVENTS_CV,ITEMID,device_exposure,device_concept_id,3
INPUTEVENTS_CV,AMOUNT,drug_exposure,quantity,3
INPUTEVENTS_CV,AMOUNTUOM,drug_exposure,dose_unit_source_value,3
INPUTEVENTS_CV,RATE,measurement,value_as_number,3
INPUTEVENTS_CV,RATEUOM,drug_exposure,dose_unit_source_value,3
INPUTEVENTS_CV,STORETIME,measurement,measurement_time,3
INPUTEVENTS_CV,CGID,care_site,care_site_id,3
INPUTEVENTS_CV,ORDERID,procedure_occurrence,order_id,3
INPUTEVENTS_CV,LINKORDERID,INPUTEVENTS_CV,LINKORDERID,3
INPUTEVENTS_CV,STOPPED,INPUTEVENTS_CV,STOPPED,3
INPUTEVENTS_CV,NEWBOTTLE,drug_exposure,quantity,3
INPUTEVENTS_CV,ORIGINALAMOUNT,drug_exposure,quantity,3
INPUTEVENTS_CV,ORIGINALAMOUNTUOM,drug_exposure,dose_unit_source_value,3
INPUTEVENTS_CV,ORIGINALROUTE,measurement,route_source_value,3
INPUTEVENTS_CV,ORIGINALRATE,drug_exposure,dose_unit_source_value,3
INPUTEVENTS_CV,ORIGINALRATEUOM,INPUTEVENTS_CV,ORIGINALRATEUOM,3
INPUTEVENTS_CV,ORIGINALSITE,visit_detail,admitted_from_concept_id,3
LABEVENTS,SUBJECT_ID,LABEVENTS,SUBJECT_ID,3
LABEVENTS,HADM_ID,visit_detail,visit_occurrence_id,3
LABEVENTS,ITEMID,measurement,measurement_concept_id,3
LABEVENTS,CHARTTIME,measurement,measurement_datetime,3
LABEVENTS,VALUE,measurement,value_as_number,3
LABEVENTS,VALUENUM,measurement,value_as_number,3
LABEVENTS,VALUEUOM,measurement,value_as_concept_id,3
LABEVENTS,FLAG,measurement,value_source_value,3
MICROBIOLOGYEVEN,SUBJECT_ID,MICROBIOLOGYEVEN,SUBJECT_ID,3
MICROBIOLOGYEVEN,HADM_ID,visit_occurrence,visit_occurrence_id,3
MICROBIOLOGYEVEN,CHARTDATE,measurement,measurement_date,3
MICROBIOLOGYEVEN,CHARTTIME,MICROBIOLOGYEVEN,CHARTTIME,3
MICROBIOLOGYEVEN,SPEC_ITEMID,measurement,measurement_concept_id,3
MICROBIOLOGYEVEN,SPEC_TYPE_DESC,measurement,measurement_type_concept_id,3
MICROBIOLOGYEVEN,ORG_ITEMID,MICROBIOLOGYEVEN,ORG_ITEMID,3
MICROBIOLOGYEVEN,ORG_NAME,measurement,value_source_value,3
MICROBIOLOGYEVEN,ISOLATE_NUM,measurement,measurement_id,3
MICROBIOLOGYEVEN,AB_ITEMID,measurement,measurement_concept_id,3
MICROBIOLOGYEVEN,AB_NAME,measurement,measurement_concept_id,3
MICROBIOLOGYEVEN,DILUTION_TEXT,measurement,value_as_string,3
MICROBIOLOGYEVEN,DILUTION_COMPARISON,measurement,value_comparator,3
MICROBIOLOGYEVEN,DILUTION_VALUE,measurement,value_as_number,3
MICROBIOLOGYEVEN,INTERPRETATION,measurement,value_as_concept_id,3
NOTEEVENTS,SUBJECT_ID,note,person_id,3
NOTEEVENTS,HADM_ID,visit_occurrence,visit_occurrence_id,3
NOTEEVENTS,CHARTDATE,note,note_date,3
NOTEEVENTS,CHARTTIME,note,note_date,3
NOTEEVENTS,STORETIME,note,note_datetime,3
NOTEEVENTS,CATEGORY,note,note_class_concept_id,3
NOTEEVENTS,DESCRIPTION,note,note_text,3
NOTEEVENTS,CGID,note,provider_id,3
NOTEEVENTS,ISERROR,note,note_source_value,3
NOTEEVENTS,TEXT,note,note_text,3
OUTPUTEVENTS,SUBJECT_ID,OUTPUTEVENTS,SUBJECT_ID,3
OUTPUTEVENTS,HADM_ID,visit_occurrence,visit_occurrence_id,3
OUTPUTEVENTS,ICUSTAY_ID,OUTPUTEVENTS,ICUSTAY_ID,3
OUTPUTEVENTS,CHARTTIME,measurement,measurement_datetime,3
OUTPUTEVENTS,ITEMID,measurement,measurement_concept_id,3
OUTPUTEVENTS,VALUE,measurement,value_as_number,3
OUTPUTEVENTS,VALUEUOM,OUTPUTEVENTS,VALUEUOM,3
OUTPUTEVENTS,STORETIME,OUTPUTEVENTS,STORETIME,3
OUTPUTEVENTS,CGID,OUTPUTEVENTS,CGID,3
OUTPUTEVENTS,STOPPED,drug_exposure,stop_reason,3
OUTPUTEVENTS,NEWBOTTLE,OUTPUTEVENTS,NEWBOTTLE,3
OUTPUTEVENTS,ISERROR,measurement,value_as_concept_id,3
PATIENTS,SUBJECT_ID,person,person_id,3
PATIENTS,GENDER,person,gender_concept_id,3
PATIENTS,DOB,person,birth_datetime,3
PATIENTS,DOD,death,death_date,3
PATIENTS,DOD_HOSP,death,death_datetime,3
PATIENTS,DOD_SSN,person,person_source_value,3
PATIENTS,EXPIRE_FLAG,person,death_type_concept_id,3
PRESCRIPTIONS,SUBJECT_ID,drug_exposure,person_id,3
PRESCRIPTIONS,HADM_ID,visit_occurrence,visit_occurrence_id,3
PRESCRIPTIONS,ICUSTAY_ID,visit_detail,visit_detail_id,3
PRESCRIPTIONS,STARTDATE,drug_exposure,drug_exposure_start_date,3
PRESCRIPTIONS,ENDDATE,drug_exposure,drug_exposure_end_date,3
PRESCRIPTIONS,DRUG_TYPE,drug_exposure,drug_type_concept_id,3
PRESCRIPTIONS,DRUG,drug_exposure,drug_concept_id,3
PRESCRIPTIONS,DRUG_NAME_POE,PRESCRIPTIONS,DRUG_NAME_POE,3
PRESCRIPTIONS,DRUG_NAME_GENERIC,drug_exposure,drug_source_value,3
PRESCRIPTIONS,FORMULARY_DRUG_CD,drug_exposure,drug_source_value,3
PRESCRIPTIONS,GSN,drug_exposure,drug_source_value,3
PRESCRIPTIONS,NDC,drug_exposure,drug_source_value,3
PRESCRIPTIONS,PROD_STRENGTH,drug_strength,strength,3
PRESCRIPTIONS,DOSE_VAL_RX,drug_exposure,dose_unit_source_value,3
PRESCRIPTIONS,DOSE_UNIT_RX,drug_exposure,dose_unit_source_value,3
PRESCRIPTIONS,FORM_VAL_DISP,PRESCRIPTIONS,FORM_VAL_DISP,3
PRESCRIPTIONS,FORM_UNIT_DISP,drug_exposure,quantity,3
PRESCRIPTIONS,ROUTE,drug_exposure,route_concept_id,3
PROCEDUREEVENTS_MV,SUBJECT_ID,procedure_occurrence,person_id,3
PROCEDUREEVENTS_MV,HADM_ID,procedure_occurrence,visit_occurrence_id,3
PROCEDUREEVENTS_MV,ICUSTAY_ID,procedure_occurrence,visit_occurrence_id,3
PROCEDUREEVENTS_MV,STARTTIME,PROCEDUREEVENTS_MV,STARTTIME,3
PROCEDUREEVENTS_MV,ENDTIME,procedure_occurrence,procedure_end_datetime,3
PROCEDUREEVENTS_MV,ITEMID,PROCEDUREEVENTS_MV,ITEMID,3
PROCEDUREEVENTS_MV,VALUE,procedure_occurrence,value_as_number,3
PROCEDUREEVENTS_MV,VALUEUOM,PROCEDUREEVENTS_MV,VALUEUOM,3
PROCEDUREEVENTS_MV,LOCATION,procedure_occurrence,procedure_source_value,3
PROCEDUREEVENTS_MV,LOCATIONCATEGORY,procedure_occurrence,location_id,3
PROCEDUREEVENTS_MV,STORETIME,procedure_occurrence,procedure_date,3
PROCEDUREEVENTS_MV,CGID,procedure_occurrence,provider_id,3
PROCEDUREEVENTS_MV,ORDERID,procedure_occurrence,procedure_occurrence_id,3
PROCEDUREEVENTS_MV,LINKORDERID,procedure_occurrence,procedure_occurrence_id,3
